Gene	5760|1	5760|2	5760|3	5760|4	5760|5	5760|6	5760|7	5760|8	11520|1	11520|2	11520|3	11520|4	11520|5	11520|6	11520|7	11520|8	11520|9	11520|10	11520|11	11520|12	5760|9	5760|10	5760|11	5760|12	5760|13	5760|14	5760|15	5760|16	11520|13	11520|14	11520|15	11520|16	11520|17	11520|18	11520|19	11520|20	11520|21	11520|22	11520|23	11520|24	5760|17	5760|18	5760|19	5760|20	5760|21	5760|22	5760|23	5760|24	5760|25	5760|26	5760|27	5760|28	8640|1	8640|2	8640|3	8640|4	5760|29	5760|30	5760|31	5760|32	8640|5	8640|6	8640|7	8640|8
AT1G24735	-0.1056	0.1349	0.3069	-0.263	-0.731	-0.1867	-0.2266	-0.5433	0.1233	-0.2552	-0.5657	-0.4007	-0.1028	0.0674	-0.86	-0.1349	-0.117	-0.282	0.0284	0.4069	2.2822	-0.703	-0.8065	1.8885	0.0207	0.5906	0.4186	0.178	-0.7113	-1.0894	-0.7168	-0.7132	-0.3153	-0.6934	-0.3171	-0.3207	-0.1082	0.575	0.3042	-0.3659	2.6783	-0.307	3.6955	-0.4105	2.2846	-0.9801	3.5504	3.8085	-0.2501	0.6895	0.2932	0.4652	-0.357	-0.2548	-0.144	-0.0743	0.8254	0.0802	-0.3577	1.0411	0.4925	-0.3146	-0.146	0.1802
AT1G24764	0.3317	0.3795	0.2176	0.2764	0.1442	0.0335	-0.2439	-0.2546	-0.0689	0.3033	0.3418	0.1101	0.1305	0.1992	0.2628	0.0621	0.0189	0.2506	0.2122	-0.16	0.7614	0.6638	0.7706	0.4201	0.1852	0.1265	0.2884	0.2405	0.5981	0.8542	0.4345	0.7558	0.2968	0.5529	0.4546	0.1332	0.0401	0.3228	-0.149	0.218	0.4601	0.3625	0.3377	0.4693	0.1189	0.087	-0.2609	-0.2259	0.1981	0.0992	0.1033	0.0369	-0.2658	-0.3779	-0.2609	0.1055	0.1932	-0.1201	0.0123	0.2302	0.2225	0.2159	0.4721	0.5378
AT1G24793	0.1578	-0.4456	0.6501	0.363	0.1377	-0.941	-0.3155	0.177	0.4085	0.1	0.1731	-0.3809	-0.038	0.0245	0.0336	0.8429	1.1486	1.7026	1.6296	1.938	-0.6772	-1.3365	-0.3695	-1.9465	1.8926	2.1797	1.0839	1.6874	-0.7727	-2.1234	-3.0002	-1.2474	0.7052	-0.6455	0.2305	-1.5223	-0.39	-0.6858	0.561	0.3342	0.8007	0.1414	-0.2813	1.1084	-0.4686	0.2257	0.9261	0.2571	-2.4651	-1.5232	-0.6748	-0.6211	-0.7443	-0.8539	-0.1196	-1.5989	-1.1659	-0.0828	-0.3988	0.5969	-1.6629	-0.3849	-0.1318	-0.6441
AT1G25145	2.6985	2.8028	1.8301	2.2529	-1.811	-1.658	2.9699	-2.094	0.7544	2.0913	0.9069	1.0635	2.9406	-2.0638	-2.0929	2.0103	0.8686	0.712	1.8964	0.5595	0.2493	0.3463	0.4496	0.9578	2.058	1.6352	2.6079	2.5036	0.7365	0.9775	1.0073	0.9382	0.6815	0.9224	0.8833	0.9524	0.5394	0.8506	0.4367	0.4385	0.1943	0.2914	0.1117	0.3946	0.9029	0.7264	0.0554	0.4982	-3.1565	1.2444	1.1366	-2.475	-0.2325	0.5162	0.123	0.442	-0.01	0.798	-0.4051	-4.0704	1.5377	1.0257	1.1471	1.2984
AT1G25220	0.1202	0.071	0.0963	-0.1923	-0.1113	-0.0958	-0.1112	-0.4488	0.1772	0.3403	0.2681	0.1031	0.3131	0.341	-0.0145	0.0978	0.1785	0.3436	0.4157	0.2527	-0.2154	0.5765	0.6072	0.0764	-0.1169	0.1718	0.1464	0.1956	-0.0288	-0.1158	-0.064	-0.3744	0.1104	0.023	-0.2352	0.0751	0.108	0.2288	0.021	-0.1167	-0.0763	0.7157	-0.0853	0.7464	0.2155	-0.4518	-0.4407	-0.2727	-0.0448	0.0311	-0.1929	-0.6756	-0.1097	0.5408	0.6937	0.4453	0.6407	0.4041	0.0896	0.1021	0.8927	0.4221	0.4575	0.7967
AT1G25230	0.5119	0.3488	0.0884	-0.5837	0.2564	0.3889	0.4934	-0.0111	0.159	0.2237	0.3898	0.1525	0.4755	0.4184	0.1266	0.3347	0.1428	0.3801	0.214	0.1493	-0.9187	-0.5784	-1.1455	-1.3931	-0.5933	0.0787	0.3392	0.5022	-0.2157	-0.2714	-0.3737	-0.9164	0.0357	-0.0201	-0.6649	-0.1223	0.1649	-0.1118	0.1799	-0.1943	-0.6673	-0.327	0.2257	-0.8941	-1.1416	0.6454	0.0528	0.5221	1.5049	1.5221	2.0002	1.459	1.0236	0.6972	0.822	0.6578	1.8976	1.8671	1.6426	1.922	2.1046	1.5778	1.0581	1.7044
AT1G25250	-0.2321	-0.0576	0.293	0.0468	-0.6376	-0.8168	-0.2388	0.9321	0.2234	-0.3008	-0.018	-0.2529	-0.9012	0.1876	-0.0847	-0.569	-0.3879	-0.1529	-0.4358	0.0884	-0.436	-0.7363	-0.0008	-0.1802	-0.0882	0.158	-0.1926	-0.367	0.2985	-0.0813	0.312	0.529	0.2157	-0.1642	0.4462	0.2292	0.0436	0.1025	-0.2359	0.38	-0.5188	-0.8191	-0.9755	-0.0836	-0.263	0.7551	0.6641	-1.0916	1.3856	0.9694	0.7283	0.839	0.8332	0.4558	0.4823	0.6942	0.3147	0.4235	0.5314	0.5979	1.0981	0.4362	0.5006	0.9072
AT1G25260	0.3344	0.1585	0.3091	0.2203	0.0956	-0.1476	-0.1217	0.2142	0.2762	0.0422	-0.014	0.0747	0.037	-0.0869	0.01	-0.2569	-0.1069	-0.1956	-0.1394	0.0946	0.1639	0.2427	0.1776	0.2623	0.0387	0.1275	-0.023	0.1528	0.2992	0.1504	0.145	0.265	0.2489	0.1001	0.2147	0.0947	0.2902	0.0612	0.0201	0.0511	0.1136	0.1924	-0.0349	0.1273	0.212	0.1508	-0.2088	-0.1318	-1.0631	-0.8794	-0.8919	-1.2464	-0.2658	-0.3581	0.0759	-0.0845	-0.2451	-1.0185	-0.7652	-0.8386	-0.3993	0.0686	0.2279	-0.0493
AT1G25275	-0.72	-0.185	0.3454	-0.8109	0.2301	0.8666	0.6436	-0.5725	0.0715	0.5151	0.423	0.1024	0.404	0.0623	0.2757	0.3417	0.1635	0.4841	0.5762	0.1327	-0.3975	0.7819	0.0926	0.3862	-0.7498	0.4065	-0.1239	-0.6588	-0.1896	0.0234	0.1547	-0.009	-0.1812	0.0316	-0.0006	0.163	-0.428	-0.3806	-0.5734	-0.3724	-0.3892	0.7903	-0.4301	0.101	0.3946	0.402	-0.6858	-1.1662	0.5104	-0.0894	0.051	0.252	0.674	-0.1724	0.0636	0.9714	0.4138	0.2537	0.1739	0.414	0.4076	0.6101	1.0092	0.5506
AT1G25280	-0.2949	-0.1652	0.0263	-0.2603	-0.6898	-0.3414	-0.2065	-0.2451	-0.0061	-0.0962	-0.2611	-0.0616	-0.1257	-0.2626	-0.2673	-0.0366	0.0835	-0.116	0.0489	0.139	-0.4765	-0.2996	-0.2556	-0.082	-0.1153	0.1714	-0.0201	-0.1498	-0.2677	-0.449	0.0318	0.0122	-0.2021	-0.3834	0.0778	0.0975	0.2985	0.1504	0.1378	0.1906	-0.4108	-0.234	-0.4124	-0.1899	-0.0163	-0.0326	0.0183	-0.1787	0.3231	0.3985	0.4279	0.1139	0.0095	0.0027	0.088	-0.1103	0.4259	0.1958	-0.0142	0.5894	0.772	0.0887	0.1659	0.4326
AT1G25290	-0.3162	-0.064	0.1205	0.2091	0.1941	0.1814	0.1594	-0.0401	0.408	-0.0058	0.5932	0.3131	0.4406	0.0152	0.2328	0.3707	0.2946	0.5747	-0.0243	0.3895	-0.352	-0.4054	-0.4071	0.1195	0.1906	0.102	-0.0825	-0.3347	0.6379	0.1868	0.5198	0.8608	0.5499	0.0988	0.7728	0.4318	0.6324	0.1131	0.2372	0.3652	-0.44	-0.4934	0.3335	-0.4951	0.0315	0.2952	-0.1427	-0.1701	-1.1515	-0.6321	-0.6802	-0.3625	-0.4842	-0.3883	-0.7086	-0.4926	-0.8979	-0.2366	-0.5048	-0.573	-0.9731	-0.2129	-0.2126	-0.3815
AT1G25320	-0.0328	-0.2037	-0.3756	-0.1508	-0.0002	-0.3192	-0.9326	-0.5168	0.3031	0.1127	-0.0431	-0.2818	0.1428	-0.1286	0.0124	-0.0815	-0.4732	-0.2345	-0.0787	0.1117	-0.7272	-0.77	-0.3231	-1.3922	-0.3422	-0.567	-0.3951	-0.2242	-0.5542	-0.7642	-0.0415	-0.2782	-0.4674	-0.6774	-0.1914	0.0453	0.0985	0.5277	0.4226	0.7673	-0.6403	-0.6832	-0.2066	-0.2363	-1.3053	-0.7413	-0.7022	0.3587	0.0359	0.4652	-0.106	-0.6614	-0.3251	-0.2557	-0.2074	-0.3078	0.325	-0.2002	-0.135	0.5249	0.8378	0.0661	0.4142	0.4382
AT1G25350	0.3016	0.266	0.2643	0.2436	0.178	0.1517	0.2498	0.0345	0.0485	0.194	-0.0238	0.1007	0.2761	0.0261	0.0815	-0.1482	0.1618	0.0374	0.2551	0.1097	0.0101	0.2409	0.5276	0.3074	0.3048	0.3255	0.3272	0.3628	0.2029	0.1918	-0.0751	0.1085	0.1452	0.1361	0.0509	-0.1327	0.2678	0.4708	0.3686	0.0219	-0.0475	0.1832	0.1894	0.47	0.2498	0.023	0.0956	0.0537	-0.1037	-0.0173	0.0586	-0.2141	0.2463	0.1323	0.2204	0.0587	0.1941	-0.174	-0.0992	0.0387	0.2282	0.2608	0.4555	0.3802
AT1G25360	0.6869	0.1335	0.2493	0.7538	-0.2745	-0.63	0.5326	-0.4225	0.8626	0.0529	0.5516	0.1538	0.6492	-0.3442	-0.6051	0.1673	0.1541	0.552	0.0533	0.863	0.392	-0.0661	0.1659	0.8292	0.7542	0.2497	0.1339	0.6872	0.2794	-0.5037	0.1371	0.0608	0.3661	-0.4171	0.1475	0.2238	0.8952	0.8738	0.9882	1.0423	0.4787	0.0206	-0.1012	0.2526	0.9158	0.1803	-0.0771	0.4302	-0.4989	-0.5964	-0.8801	-1.2361	-0.139	-0.4179	0.084	0.1207	-0.0953	-0.7812	-0.7496	-0.8953	-0.5086	-0.0226	-0.3116	-0.2688
AT1G25370	-0.0735	-0.2988	0.0275	-0.4335	0.055	0.0722	0.2518	-0.0428	0.3677	0.2683	0.1581	0.4548	-0.0169	0.5043	0.3688	0.0196	0.6088	0.3121	0.4223	0.5216	0.2533	0.0736	0.451	0.4536	-0.2796	0.1814	-0.1449	0.0804	0.4872	0.3087	0.2327	0.4318	0.1581	-0.0205	0.1027	-0.0964	-0.3324	0.2805	0.3487	0.2257	-0.0758	-0.2555	0.1634	0.1219	0.1246	-0.5421	-0.0455	0.0203	0.8655	0.8169	0.9499	0.3974	0.2459	0.4637	-0.1739	-0.1671	1.6291	0.388	-0.2997	1.3918	1.7415	0.4126	0.4592	1.6442
AT1G25375	0.1036	-0.3538	-0.6774	-0.0998	0.2386	-0.0269	-0.323	0.0374	0.3833	0.2011	0.2511	0.0823	0.0524	0.35	0.055	-0.4371	0.1927	0.3614	0.3114	0.4937	-0.4493	-0.7785	-1.0652	-0.3341	0.0106	-0.567	-0.2435	0.214	0.328	-0.0727	-0.1178	0.0027	0.3259	-0.0748	0.0006	-0.1199	0.745	0.7882	0.4477	0.9487	-0.4514	-0.7805	-0.0554	-1.0673	-0.3361	-0.3071	-0.2263	-0.1711	0.4193	0.4949	0.0678	-0.0397	0.2312	-0.0071	0.3533	0.2485	0.285	-0.0598	0.1988	0.4269	0.6683	0.506	0.757	0.7379
AT1G25380	0.2384	-0.0737	0.1233	0.1987	0.0673	-0.1006	-0.325	-0.0886	0.258	0.3271	0.2018	0.0989	-0.0838	0.0388	0.0552	-0.0152	0.1617	0.2646	0.3899	0.3208	-0.1579	-0.4494	-0.4	-0.1669	0.2615	0.1861	-0.0109	0.3012	0.323	-0.4267	0.1183	-0.069	0.3535	-0.3963	-0.0385	0.1488	0.165	0.2617	0.369	0.0124	-0.1274	-0.4188	0.5133	-0.3694	-0.1363	0.2158	0.2685	0.0736	0.5292	0.4182	0.3786	0.192	0.3458	0.3531	0.3753	0.4327	0.4161	0.2692	-0.0133	0.6388	1.1152	0.3944	0.5255	0.9408
AT1G25390	-0.3807	0.0656	-0.2656	-0.6147	-0.6093	-0.0629	-0.4578	-1.3705	-0.3919	0.0971	-0.5643	-0.2174	-0.2946	-0.4195	-0.2408	-0.0119	0.1008	-0.2462	0.4152	-0.0737	-0.6267	-0.2703	0.0134	-1.5013	-0.2966	0.0526	0.3838	-0.0625	-0.1245	-0.2937	-0.3009	-0.1969	-0.1163	-0.2855	-0.1887	-0.2927	0.272	0.2527	-0.0321	0.0532	-0.6185	-0.2621	0.2403	0.0216	-1.4931	-0.2385	-0.4045	0.1069	0.9551	0.7357	1.018	0.7604	0.654	0.3089	-0.0545	0.6749	0.6304	0.387	0.1077	1.0879	0.9368	-0.0443	0.3264	0.8524
AT1G25400	0.197	0.0627	-0.2037	-0.2268	-0.3536	1.023	0.2159	-0.7686	-0.3792	0.3967	-0.0944	-0.1322	-0.363	0.1747	-0.2929	0.5205	0.0047	0.0425	0.5336	-0.2423	-0.5362	0.3335	-0.4579	-0.899	-0.0899	-0.0668	0.1996	0.3339	-0.6705	-0.6315	0.0341	-0.195	-0.6247	-0.5856	-0.1492	0.08	0.2211	0.0787	-0.8429	-0.1806	-0.4903	0.3794	0.4684	-0.412	-0.8531	0.2035	-0.3153	0.1471	0.6958	-0.3533	-0.2565	-0.1536	0.4852	-0.0932	-0.3918	0.4488	-0.4653	-1.2704	-1.7157	-0.2202	-0.4229	-1.4915	-0.7962	-0.9106
AT1G25420	-0.1134	-0.4371	-0.1108	-0.0757	-0.0121	-0.2122	-0.2163	-0.0932	-0.098	-0.0024	0.0005	0.0114	0.072	-0.0166	-0.1997	0.1257	-0.01	-0.0209	-0.0238	-0.1195	-0.1508	-0.1038	-0.1113	-0.1217	-0.0971	-0.1322	-0.4585	-0.1348	0.0017	-0.0632	0.1403	-0.2877	-0.0543	-0.1192	-0.3437	0.0843	0.2253	0.1884	0.2288	0.171	-0.2068	-0.1598	0.3124	-0.1672	-0.1776	0.1658	-0.2227	-0.053	0.1698	0.0698	0.0202	-0.0456	0.0592	-0.1853	-0.1357	0.0841	-0.2979	-0.0701	-0.2363	0.3198	0.2806	-0.2015	0.0335	0.0709
AT1G25425	-0.3121	-0.3765	-0.3417	-0.5868	0.4161	-0.1722	-0.2809	-0.1914	0.3647	0.6979	0.1172	-0.1702	-0.981	0.3665	-0.2026	0.2474	-0.2407	0.0467	0.6273	0.2942	0.4788	-0.7325	0.226	0.4162	-0.6574	-0.4123	-0.447	-0.3826	-0.4031	0.4265	-0.1616	0.4053	-0.4717	0.3579	0.3368	-0.2301	-1.0819	-0.6722	-0.221	-0.3551	0.4102	-0.801	-0.3153	0.1574	0.3477	-0.4266	0.6435	-0.7253	0.8962	0.0909	0.2399	-0.1084	0.8293	0.7155	0.4481	0.2946	0.2714	0.1331	-0.7439	0.3302	0.4653	0.0787	0.2207	0.918
AT1G25450	0.2254	0.3756	0.5551	-0.5403	-0.3233	-0.7735	-0.119	-0.1311	0.113	-0.2069	0.0779	0.2511	-0.1513	-0.6577	-0.3701	-0.2088	0.2281	0.0549	-0.23	0.09	-0.3183	-0.3656	0.0435	-0.2017	-0.5633	0.5321	0.3526	0.2024	-0.0668	0.1441	0.1936	0.1426	-0.172	0.0389	0.0374	0.0884	0.5486	-0.1414	0.416	0.2393	-0.4234	-0.4707	-0.0033	-0.0616	-0.3068	-0.1769	0.2796	-0.2085	0.5163	0.1852	0.2515	-0.2707	-0.1374	-0.371	-0.3061	-0.4832	1.0059	-0.4725	-0.6977	0.571	0.2242	-0.2439	0.3152	0.261
AT1G25470	-0.0231	-0.3124	0.048	-0.5405	-0.3871	-0.4151	-0.0256	-0.4115	0.3924	0.104	-0.2051	-0.2729	0.0996	0.0891	0.079	0.0066	-0.2817	-0.2139	0.0952	0.3836	0.0091	-0.9358	-0.4046	-0.5246	-0.5493	0.0392	-0.3212	-0.0319	-0.165	-0.6209	-0.9786	-0.0176	0.1275	-0.3285	0.2749	-0.6861	0.4757	0.4554	0.1838	0.3502	0.3016	-0.6433	-0.0487	-0.1122	-0.2321	-0.3567	-0.1958	0.4118	-0.9775	-0.6564	-0.8585	-1.149	-0.8594	-1.0437	-1.178	-0.7456	-0.6511	-1.2179	-0.8886	-0.8145	-0.5587	-0.6679	-0.3989	-0.2452
AT1G25480	0.2642	0.6239	0.2993	0.408	-0.1004	0.028	-0.1755	0.3177	0.401	0.1073	0.6891	0.4886	0.2543	0.6304	-0.0597	0.3519	0.6375	0.8379	0.2562	0.5498	-0.7015	-0.4567	-0.0153	0.4054	0.5568	0.4481	0.7728	0.4131	0.5783	0.6564	0.7063	0.0908	0.5123	0.5903	0.0247	0.6403	0.7955	0.4433	0.6669	0.6872	-0.7676	-0.5228	1.2392	-0.0814	0.3393	0.103	0.6853	-0.7109	0.3524	-0.217	-0.4674	-0.2777	-0.1927	-1.1204	-0.4073	-0.0983	0.4263	0.0517	0.0244	0.2531	0.9927	0.0236	0.4633	0.6722
AT1G25490	-0.0367	0.0236	0.0666	0.2711	-0.2285	-0.4738	-0.2654	0.3802	0.2241	0.1413	0.1532	0.236	-0.036	-0.2604	-0.3335	-0.1429	0.215	0.1322	0.1203	0.203	-0.0489	-0.0236	0.0077	0.085	0.2501	0.0456	0.0026	-0.0578	-0.1825	-0.1539	0.0259	-0.2048	-0.0976	-0.069	-0.1199	0.1108	0.4232	0.4731	0.5073	0.3897	0.036	0.0613	-0.0222	0.0926	0.1699	0.1166	0.0226	0.1065	-0.2437	-0.2592	-0.2007	-0.4899	-0.2251	-0.1919	-0.5185	-0.4137	0.2467	-0.2798	-0.3362	0.161	-0.1999	0.0015	-0.0276	0.087
AT1G25500	0.3139	-0.1609	0.2356	-0.6033	0.0751	-0.681	-0.9994	0.4835	0.5157	-0.0929	-0.122	0.2307	0.2208	0.1099	-0.4458	0.1922	0.269	-0.0838	-0.0547	0.5539	-0.5404	0.1539	-0.8674	0.2544	-0.5651	0.2738	-0.1226	0.3521	0.2005	-0.7086	-0.8896	0.1421	0.3026	-0.6066	0.2442	-0.7876	0.1672	0.4134	0.2741	0.3531	-0.4383	0.2559	-0.904	-0.7653	0.3565	0.7451	-0.3749	-0.1684	-0.2287	0.1986	0.4093	0.1241	-0.2858	-0.2424	-0.2804	0.1408	0.1335	0.2618	-0.3071	0.1434	0.8086	0.004	0.4702	0.7066
AT1G25510	0.0417	-0.2777	0.0597	-0.1962	-0.6476	-0.4777	-0.9491	-0.034	0.2284	0.2568	0.3601	0.1858	-0.2247	-0.3306	-0.2267	0.3457	0.2082	0.3826	0.2792	0.2509	-0.4624	-0.0782	-0.3509	0.1875	-0.1738	0.0821	-0.2553	0.0641	-0.0351	0.3696	-0.0827	0.1703	0.1591	0.5637	0.3645	0.1115	-0.1184	0.4793	0.4709	0.8557	-0.2682	0.1161	-0.7045	-0.1567	0.3817	0.2046	0.1654	-0.0094	-1.4951	-1.0324	-0.7611	-1.4905	-1.1494	-0.8306	-0.1596	-0.5163	0.0242	0.1309	0.0233	-0.8085	-0.2654	0.5674	0.9649	0.851
AT1G25520	0.1615	-0.0932	-0.0524	-0.2212	0.14	0.2141	-0.2274	-0.2985	-0.3349	0.02	-0.2059	-0.1233	-0.1859	-0.3436	-0.4414	-0.1777	-0.2362	-0.3188	-0.0929	-0.4478	-0.6625	-0.0693	-0.6565	-0.872	-0.3341	-0.1653	-0.2061	0.0486	0.0633	-0.3403	-0.1657	-0.1133	0.04	-0.3636	-0.1365	-0.189	0.0737	0.0384	-0.2487	-0.0365	-0.6857	-0.0925	-0.7454	-0.6797	-0.8952	-0.1438	-0.2843	-0.69	0.5379	1.3668	1.2	0.4246	0.4735	1.1152	0.6969	0.3419	1.2016	1.2808	0.9641	1.2582	2.2452	0.9117	1.039	1.8626
AT1G25530	0.1242	0.4171	0.6205	0.1262	0.365	0.4679	0.8942	0.1027	0.1088	0.2497	0.3454	0.3715	0.3198	0.0695	0.3945	0.4093	0.1608	0.1347	0.039	-0.102	0.09	1.0296	0.7598	0.1406	-0.0845	0.4097	0.2064	-0.0865	0.3685	0.545	0.5511	0.4653	0.4661	0.6425	0.563	0.6487	0.4198	0.7875	0.6331	0.8412	0.1876	1.1272	0.0143	0.8574	0.2382	0.876	0.4135	0.1768	1.3803	1.9716	1.3504	0.8662	-0.1189	0.6541	0.0611	0.3596	1.32	0.1693	-0.1422	2.0873	2.3769	0.2214	0.9605	1.8518
AT1G25540	-0.1662	-0.169	0.0881	0.1165	0.0494	-0.0528	-0.0269	0.1344	0.3658	0.6011	0.1612	0.2397	0.3791	0.0757	-0.5855	-0.0398	0.4185	0.34	0.7799	0.5446	0.1037	0.4822	-0.1108	0.1046	0.2953	0.2669	0.0097	0.0126	0.1625	0.548	0.0477	-0.0666	0.173	0.5583	-0.0561	0.0581	0.1066	0.5728	0.7393	0.7807	0.1141	0.4926	0.6286	-0.1004	0.115	0.5379	1.0991	0.9159	-0.2652	-0.2143	-0.2432	-0.2981	-0.4455	-0.4695	-0.3644	-0.2062	-0.1173	-0.7495	-0.5917	-0.0353	-0.1471	-0.1901	-0.1571	-0.3218
AT1G25550	-0.0065	-0.1584	-0.2752	-0.0476	0.1507	0.2634	0.421	0.0738	-0.0876	0.0897	0.2004	-0.1495	0.2057	0.3081	-0.0821	0.2879	-0.0702	0.2798	0.169	-0.0083	-0.7907	-0.0227	-0.6035	-0.1756	0.0317	-0.1959	-0.0791	0.0729	0.2578	0.2488	0.3693	0.2187	0.0569	0.0477	0.0178	0.1683	-0.0382	0.317	0.0627	0.1786	-0.9917	-0.2237	0.1639	-0.8045	-0.3766	0.2061	0.0325	-0.2149	-0.2825	-1.2693	-0.9394	-0.1173	0.5202	-0.4454	-0.347	0.3004	-0.2233	-0.0629	0.0534	-1.1757	-0.4705	0.0549	-0.3588	-0.3468
AT1G25560	0.6191	0.8563	0.7947	1.0788	1.2338	1.4352	1.5033	0.8595	0.2053	0.3589	0.6757	0.1189	0.1641	0.6666	0.5941	0.5872	0.1427	0.6994	0.3826	0.229	-0.0143	-0.0437	-0.5592	0.5157	1.1025	0.8184	0.88	0.6428	0.2325	0.3125	0.5013	0.394	0.0081	0.088	0.1696	0.2769	0.3944	0.1203	-0.1558	0.6277	-0.2387	-0.2681	0.1825	-0.7836	0.2914	1.008	0.3043	0.1634	0.9205	0.0477	0.5147	0.3422	0.4048	0.4886	0.0312	0.0527	0.733	0.4131	0.0833	0.4191	1.0527	0.8136	0.4106	0.9562
AT1G25570	-0.3403	-0.4598	-0.7148	-0.4384	-0.9649	-0.5302	-0.3016	-0.312	-0.1371	0.1047	-0.1082	-0.0259	-0.0377	0.2003	-0.2078	-0.1464	0.1209	0.0386	0.2515	0.0097	-0.8449	-0.7741	-0.2509	-0.7437	-0.2916	-0.568	-0.313	-0.1935	-0.1073	-0.7303	0.2787	-0.5217	-0.0105	-0.6336	-0.4249	0.3755	0.4996	0.4457	0.5207	0.554	-0.7481	-0.6773	-0.6555	-0.1541	-0.6469	-0.5079	-0.1874	-0.4463	0.601	0.5373	0.2471	0.0949	0.4579	0.1434	0.1691	0.2402	0.5637	0.3996	0.3161	0.8776	1.0663	0.4168	0.6222	1.1116
AT1G25580	-0.1459	-0.243	-0.2815	-0.2434	-0.3191	-0.0458	-0.0378	-0.2936	0.1687	-0.0523	-0.0351	-0.1842	0.1638	-0.5492	-0.2062	0.0674	-0.2739	-0.1248	-0.142	0.079	-0.5064	-0.2671	-0.1793	-0.3111	-0.3331	-0.3712	-0.3327	-0.2356	0.2965	0.1623	0.1716	0.2319	0.3626	0.2282	0.298	0.2376	0.8216	0.6734	0.1176	0.6169	-0.4404	-0.201	-0.2147	-0.1133	-0.2451	0.0175	-0.0177	-0.133	-0.0832	-0.6303	-0.3914	-0.506	-0.5949	-0.5044	-0.4342	0.0313	-0.0366	-0.4795	-0.5983	-0.1545	-0.2682	-0.1035	0.5346	0.2203
AT1G25682	0.0763	0.4435	0.1692	-0.1731	0.4089	-0.0101	0.0607	-0.2415	0.252	0.1986	-0.1624	0.0116	0.0816	0.1988	-0.1716	0.1128	0.2376	0.0637	0.4246	0.478	0.3968	0.0212	-0.8541	-0.4593	0.0529	0.3952	0.6695	0.3023	0.1083	0.0616	0.0422	-0.0564	0.1939	0.1471	0.0292	0.1277	0.3981	0.6079	0.455	0.4272	0.4824	0.1067	0.4502	-0.7686	-0.3737	0.218	0.3094	0.5322	0.6122	0.3157	0.4379	0.3767	0.3766	0.5635	-0.011	0.1877	0.1245	-0.3454	-0.7579	0.4751	-0.1498	-0.3146	-0.1876	-0.3155
AT1G26090	0.2	-0.6053	-0.4102	-0.5917	0.2852	0.1201	0.0609	-0.1929	-0.1899	0.0078	-0.2411	-0.3288	-0.2063	-0.2919	0.2923	0.3254	-0.2521	-0.1644	0.0845	-0.1133	-0.0118	-0.1082	-0.3555	-0.9145	-0.5151	-0.3336	-0.5286	0.2766	0.1013	-0.0216	0.2508	0.4129	0.2009	0.0779	0.5125	0.3505	0.3527	0.8254	0.4268	0.4611	0.0878	-0.0086	0.7133	-0.2558	-0.8149	0.5845	-0.8453	0.0935	0.3772	0.1799	0.183	0.3173	0.3238	0.5423	0.5216	0.6959	0.0828	0.2648	0.6369	0.2328	0.4146	0.3138	0.3991	0.5741
AT1G26100	0.3006	-0.0623	-0.1415	0.0048	0.0504	-0.1559	-0.1844	0.3193	-0.0469	0.0733	0.0115	0.0338	0.2119	0.3624	0.2529	0.2426	-0.1927	-0.215	-0.1532	-0.2734	0.3334	0.3349	0.2154	-0.4831	-0.2217	-0.368	-0.2888	0.0741	0.3805	-0.0092	0.2516	0.162	0.2186	-0.1712	0.0001	0.0897	0.0482	-0.3291	-0.1652	-0.0061	0.1714	0.1729	-0.4839	0.0534	-0.6451	-0.0549	-0.7014	-0.4689	-0.8361	-0.9914	-0.5792	-0.6016	-0.9834	-1.2078	-0.7499	-0.8066	-0.3871	-0.178	-0.6538	-1.1506	-0.7794	-0.2867	0.6097	-0.0291
AT1G26110	-0.3112	-0.2477	-0.1577	0.097	-0.7135	-0.7145	-0.3154	-0.2574	0.0784	0.0539	0.1673	-0.0104	-0.2038	-0.1243	-0.3561	-0.1121	0.129	0.3068	0.1933	0.2178	-0.4223	-0.6308	-0.3424	-0.2526	0.2365	-0.0182	-0.1083	-0.1718	-0.4496	-0.1264	-0.3097	-0.3658	-0.1821	0.141	-0.0983	-0.0422	0.3042	0.5668	0.738	0.7573	-0.1548	-0.3633	-0.3675	-0.0749	0.0149	-0.0593	0.3957	0.3596	0.1739	0.2052	0.0781	-0.1018	-0.085	-0.3167	-0.095	0.1058	0.2349	-0.042	-0.2004	0.5087	0.3677	0.0617	0.4346	0.4074
AT1G26120	0.2753	0.0464	0.2563	-0.0554	-0.0189	-0.2132	0.2076	-0.3547	-0.1034	0.3389	0.0339	-0.287	0.1246	0.0164	-0.3349	0.0862	-0.2286	0.0924	0.3973	-0.0449	-0.1658	-0.5633	-0.0964	-0.0503	0.0031	0.3147	0.1048	0.3337	0.2582	0.3383	-0.0297	-0.2058	0.2897	0.3697	-0.1743	0.0018	0.3115	0.1952	-0.2496	0.3904	-0.1343	-0.5318	-0.024	-0.0649	-0.0188	0.1725	0.5063	-0.0732	0.4377	0.6427	0.2705	-0.1962	0.1413	-0.0435	0.023	0.1013	0.655	0.641	0.0769	0.876	1.0041	0.5044	0.6126	1.0
